Link,Text
https://economictimes.indiatimes.com/markets/expert-view/how-much-of-the-2023-frenzy-is-likely-to-extend-to-2024-s-naren-answers/articleshow/106441200.cms,"S Naren, ED & CIO, ICICI Prudential AMC, says “staying invested in the old money is a very easy thing to do. It is the new money where we are telling people be careful and invest carefully, do not invest only in pure equity, invest in across asset classes because if you invest only in pure equity and you say yes, I am going to invest in smallcap after a three-year 40% CAGR, then the risk is higher. So, invest in all the asset classes, invest in debt also through hybrid strategies and that is what we are telling people. But as far as old money is concerned, let it run.”

2023 was a record year. Smallcap, midcap, largecap, gold, bond market, bitcoin, just about everything gave stellar returns. How much of the 2023 frenzy is likely to extend itself in 2024?
S Naren: It is tough to say. We manage other people's money and the money is collected at various points of time. When we launched NFOs in 2021 and 2022 like flexicap, business cycle, PSU, transportation, housing, many of us used to tell us, are you not launching at an inappropriate time? And it is such a happy feeling to see that each one of the NFO investors are a happy lot these days. But going forward it is very challenging.

So, it is very easy to tell the old investors, you are happy investors, stay invested, but what to do with the new savings and what to do with new money if you want to allocate is a very big challenge for investors. Having seen markets for a long period of time, what we have seen is that worst mistakes are made in big bull markets by investors, by mutual fund distributors, by fund managers whether it is in 1992, 1994, 1999, 2007, etc.

When we went back at ICICI and looked at what was the way to avoid the mistakes, what we found was asset allocation is the only way to reduce the mistakes and that is what we are telling people at this point of time because if you had practiced asset allocation in 2007, the mistakes would have been much lower; if you had practiced asset allocation in 1994, the mistakes would have been much lower and that is the lesson which we have seen in bull market which works very well and today we are clearly in a bull market. If you look at the period from 2020 to 2024. So, that is a simple mantra which seems to have worked in all boom markets and that is what we are recommending to all the people at this point of time.

When you say asset allocation, let us spend some time discussing that. Is it time to let us take say 15-20% money of equities in general or 15-20% money from small and midcaps to largecaps?
S Naren: When we look at the market, I think India has been managed brilliantly macroeconomically. It is a fantastic structural market for the long term. So, if you look at the old money that has been invested, let us say in 2020 and 2021 and we expect the market to go back to where it was in 2020 or 21, it is very unlikely. I think it is more important to look at the history of bull markets, the mistakes which have been made by people who invested the money in 2007 or 1994 or 1999.

You Might Also Like:
Just because 2023 was good, doesn’t mean we have to turn bearish & raise cash in 2024: Hiren Ved
We are much more focussed on the fact that new money should be invested more carefully than taking out old money. So, I think keeping the old money is much more comfortable and you can just stay invested in that because it looks with the way brilliantly macroeconomically India has been managed and India being such a fantastic structural story, markets can correct, I do not think we are going to see 2020 markets or 2021 market levels easily.

So, staying invested in the old money is a very easy thing to do. It is the new money where we are telling people be careful and invest carefully, do not invest only in pure equity, invest in across asset classes because if you invest only in pure equity and you say yes, I am going to invest in smallcap after a three-year 40% CAGR, then the risk is higher. So, invest in all the asset classes, invest in debt also through hybrid strategies and that is what we are telling people. But as far as old money is concerned, let it run. If you had asked people one year back would this return have come? No one would have guessed it, including us. I do not think we expected this kind of return in smallcaps or midcaps one year back and that is the reality.

Should one still do SIPs in small and midcap schemes? It is time to rethink the portfolio and say okay I have had a great year now, how do I preserve capital?
S Naren: Even in Diwali, people asked us this question what should one do and we have been telling people that incrementally you have to invest money in largecaps or flexicaps and there is no case in our opinion to invest in smallcap and midcap. Actually, from Diwali till now, largecaps have done pretty well including mega caps and at that point of time, some of the mega caps had done very badly and suddenly now some of the top two mega caps and all have done very well at this point of time. So, we continue to think of mega caps over smallcaps and midcaps.

Is there a case to do some kind of a systematic withdrawal in smallcaps and midcaps? Maybe. But is it easy to do what one of my colleagues in PMS did in 2018? Take out the money and go in smallcaps? Itis very tough at this point of time because we are in a very structural bull market and it is in a situation where the other emerging markets are completely discredited. So, it is a very tough call to say you take out all your money at this point of time in smallcap and then the market goes up and then you will feel like reinvesting.¸ That is a very tough call, whereas it is much easier to say you do a small systematic withdrawal plan that is certainly possible but not a wholesale withdrawal and that is very difficult for us at this point of time given the fantastic way in which macro has been handled, given the fantastic way in which you see a long-term structural story. So, you have to be careful in investing incremental money but to take out all the old money at one go is a very big challenge at this point of time.

You Might Also Like:
Sanjiv Bhasin on why Ambani and Adani groups may power market in next 4 months
Let us talk about valuations. The ultimate benchmark of future returns is a function of earnings and the current set of valuations. Where do you think right now markets are fairly priced, richly priced and which end of the market is reaching a frenzy level?
S Naren: Where it seems to be fairly priced is clearly mega caps at this point of time, where it seems to be fairly priced is clearly if you ask me is banks at this point of time. These are areas where it seems to be fairly priced at this point of time. If you look at most portfolios, they are underweight the mega caps, they are underweight even the banks at this point of time. People are today underweight banks.

Clearly, I would say where valuations seem to be very high seems to be in most of the smallcaps at this point of time. It will be very surprising for you to hear from us that some of the PSUs look overvalued at this point of time. Three years back when we used to meet some of the PSUs, we used to tell them you are the best managed companies, why are you so cheap and some of the PSU MDs used to tell us you tell us what we should do.

We used to tell them markets always function in cycles, you do not need to do anything, you will find surprisingly at some point of time in future because of the good work that you have done, your stocks will become costlier and even we could not have imagined in the next three years the PSUs have moved from being one of the cheapest segments to the market to a situation where some of the PSUs are today overvalued and it is because of the good work done by some of the PSU managements, the way some of the government has also ensured that the PSUs have worked in the interest of the shareholders but that is a funny thing.

In three years, they have moved from under valuation to selective over valuation in some of the PSUs and that is very interesting because it is due to the good work of the government actually and these are the segments which looked at this point of time as overvalued. Now, one of the lessons we learned from our FMCG experience is that markets can be overvalued for quite some time. We used to think that FMCG overvaluation is there long-long back. Now, they have underperformed significantly but for a long time the over valuation stayed. So, just because we at ICICI believe a sector or a theme is overvalued does not mean that they will correct just because we wanted to underperform, that is what we have learned over a period of time but these are the themes which look overvalued at this point of time.

You Might Also Like:
Many themes that did well in 2023 could continue to do well in 2024 but not at the same pace: Sandip Sabharwal
PSU is a very large basket. It starts from defence, there is railway, there are metal, there are banks and each sector is a different play per se. When you say PSUs are looking expensive, which end are you referring to?
S Naren: Obviously, whether it is in smallcap, midcap or PSUs, it is difficult to say which segment. You can use some conventional metric, you can look at some of the price to book, you can look at some of them on price to earnings, you will know which are the stocks which are overvalued by just looking at the price to earnings and price to book and it is difficult for me to talk on specific stocks because if you look at the implied valuations which are there in some of the stocks, in some of the smallcaps for example, they are all in building a lot of things at this point of time and that is why it is difficult for me to point out individually.

But if you look at the index, clearly we have been much more positive on power within the PSU theme than other areas because we felt that the power generating areas are still more reasonably valued compared to the other areas and we have been more positive on the upstream areas in the PSU theme because these were the two things where the price to earnings was much more reasonable than many of the other PSUs.

But if you look at the price to earnings of many of these things and in some other cases, the price to book in some of the areas they are not being cheap at this point of time but I must compliment the managements in many of these companies and I must compliment the government for actually working and making these much more valued at this point of time."
https://economictimes.indiatimes.com/news/india/israel-embassy-blast-investigators-take-cue-from-previous-attacks/articleshow/106426070.cms,"New Delhi: As the probe into the blast near the Israel Embassy widens, investigators have started looking for clues from two similar incidents in the past: An IED blast in the same locality in 2021 and an attack on an Israeli diplomat in 2012.

The National Investigation Agency probing the 2021 blast case has been unable to make any breakthrough so far. In February 2012, when a diplomat was targeted in Chanakyapuri, similar attempts were made on an Israel embassy staff member in Tbilisi, the capital of Georgia, and another in Bangkok. In all these cases, the suspects were of Iranian origin. ET recalls the case details of the three attacks in Delhi.



A magnetic explosive device was used for attacking an Israel diplomat in Chanakyapuri on February 13, 2012. The probe into the case revealed the involvement of an Iranian national who was allegedly helped by an Indian journalist named Syed Mohammed Ahmad Kazmi. The journalist was later granted bail by the Supreme Court. The first breakthrough into the case came two days after the attack, when a person of Iranian origin, Sedaghatzadeh Masoud, was detained in Malaysia over suspicious movement along with another Iranian national, Nourouzi Shaya Ali Akbar.

The two men had applied for Indian visas at the Indian embassy in Iran from where the investigators obtained their mobile numbers. The probe, according to investigation agencies, revealed that the two mobile numbers were in touch with an Indian phone number issued in the name of Houshang Afsar Irani, who was in touch with Kazmi. Questioning of Azmi revealed that the plans to attack Israel diplomats started in January 2011 when he went to Tehran, Iran, according to investigators. The attack was allegedly planned as a retaliation to Israel targeting Iranian scientists. The Delhi Police later identified four Iranian nationals as suspects - Houshang Afshar Irani (suspected to be the main bomber), Mohammed Reza Abolghasemi, Seyed Mahdiansadr and Sedaghatzadeh Masoud. Police sent letters rogatory to five countries - Iran, Israel, Thailand, Georgia and Malaysia - seeking details of the accused, but could not trace them so far.



A key lead into the IED blasts in January 2021 was a letter addressed to the then Israel ambassador Ron Malka, warning of revenge killing for Iranian Quds Commander Qassem Soleimani and nuclear scientist Mohsen Fakhrizadeh. NIA, which took over the probe, sought information from the public, offering a reward of ₹10 lakh, to help identify the two suspected to be involved in the blast as seen in CCTV footage. The agency also examined several people, but has so far been unable to make any breakthrough.



NIA has underscored striking similarities between the explosion on December 26 and the IED blast on January 29, 2021. Both incidents involved suspects conducting reconnaissance on the locations of CCTV cameras, making their getaway in an auto, and eventually seeking refuge in the Jamia area of the national capital, according to investigators. In both instances, typed letters were discovered at the blast sites, containing threatening language. Police teams are examining individuals spotted near the site just before the explosion, identified through camera recordings."
https://economictimes.indiatimes.com/news/elections/lok-sabha/india/after-setback-in-assembly-polls-congress-braces-for-a-make-or-break-2024/articleshow/106423570.cms,"Fresh from the setbacks in the assembly elections of Hindi heartland states of Madhya Pradesh, Rajasthan and Chhattisgarh, the Congress is bracing for a make-or-break 2024, the year of the 18th Lok Sabha election. As Prime Minister Narendra Modi hopes to equal Jawaharlal Nehru's record of returning to the PMO thrice in a row, the new year is also being seen by many as one of the toughest periods for the Congress in its 138-year journey.

It will also mark 40 years since Congress scaled its electoral peak in 1984 winning a record 414 Lok Sabha seats. With just 48 seats in the Lower House of Parliament now, the party has experienced a steady decline in the last 10 years.

In 2024, as Congress hopes to arrest this slide, it will face multiple challenges, the topmost being finalizing seat-sharing deals with constituents of the anti-BJP INDIA bloc which is yet to make any electoral impact.

The Congress will begin these negotiations on a weak footing, having lost the Hindi heartland states of Madhya Pradesh, Rajasthan and Chhattisgarh to the BJP. The defeats have upset the Congress' calculations as it was hoping to sustain the momentum gained by the victories in Himachal Pradesh in 2022 and in Karnataka in 2023.

The losses are most likely to prove demoralizing for the party cadre just ahead of the 2024 general elections as the Hindi belt states play a major role in determining the outcome. In 2019, the BJP had won 141 seats -- 71 per cent of those contested -- in the Hindi heartland.

A poll analyst feels that the 2024 Lok Sabha polls are significant for the Congress considering that it has lost two general elections badly. It is a ""make or break situation for the party now,"" the analyst said.

The Congress is now in power on its own in just three states -- Himachal Pradesh Karnataka and Telangana. While Himachal Pradesh is the only north Indian state the party now rules it has just four Lok Sabha seats. However, in the southern states, the party appears to be consolidating.

After being virtually wiped off the Hindi belt, the Congress would need to devise new plans to capture voters' imagination. The BJP has pitched ""Modi ki guarantee"" and the PM's ""four castes -- women, youth, poor and farmers"" to counter the Congress' freebies and caste census plans, respectively.

With caste census, sops, and anti-Adani campaign yet to generate any mass appeal, the party has gone back to announce a second edition of Bharat Jodo Yatra by Rahul Gandhi hoping to reconnect with the people.

The hybrid (by bus and by foot) Bharat Nyay Yatra from Manipur to Maharashtra will begin on January 14 and cover 14 states.

It will be flagged off by Congress president Mallikarjun Kharge from Imphal and will pass through Nagaland, Assam, Meghalaya, West Bengal, Bihar, Jharkhand, Odisha, Chhattisgarh, Uttar Pradesh, Madhya Pradesh, Rajasthan, Gujarat and Maharashtra, traversing 6,200 km through 85 districts.

The march is being seen as politically significant in the wake of the 2024 Lok Sabha elections, which are likely to be held in April-May. The announcement of the polls may coincide with the last leg of the Yatra.

Kharge recently said that when everyone gets united, Prime Minister Narendra Modi would not be able to do anything. ""The more you try to crush us, the more we will rise. We are fighting unitedly to save the country and democracy,"" he had said.

Asserting that it is ready for polls, the Congress held its ""Hain Taiyaar Hum"" mega rally in Nagpur to mark its foundation day. The party has also been holding consultations with state leaders for the past several days on Lok Sabha poll preparedness and is leaving nothing to chance.

Though upbeat about reversing its fortunes, the Congress remains acutely conscious of the challenges ahead.

The first roadblock to successful seat-sharing talks within the INDIA bloc has come from within the party as its Punjab and Delhi units openly warned against any Lok Sabha truck with AAP.

With the internal dynamics unclear, it remains to be seen how Congress, the largest constituent of the INDIA bloc will strengthen the alliance and forge seat-wise understanding between professed rivals -- the TMC and CPI(M) in Bengal; the Left and itself in Kerala, and with the AAP in Punjab and Delhi.

Already the smaller parties of the INDIA alliance are advising the Congress to be prepared to sacrifice more than it is ready to.

Former Uttar Pradesh chief minister Akhilesh Yadav-led Samajwadi Party has been openly voicing its concerns with what he calls ""Congress' arrogance as evidenced in lack of understanding with the SP in Madhya Pradesh.""

The TMC and AAP have meanwhile thrown a spanner in the wheels of the bloc by proposing Congress chief Mallikarjun Kharge as the coalition's PM face knowing well that the grand old party is in favour of collective leadership with rank and file behind Rahul Gandhi as their leader.

With leadership issues, a common minimum agenda and seat sharing yet to be resolved, the INDIA bloc currently looks scattered while the BJP continues to set the narrative, the latest being putting opposition parties in a spot by inviting all their top leaders for the consecration ceremony at the Ram temple in Ayodhya on January 22.

The move has divided the opposition, with Congress undecided on attending the event.

On the other hand, the BJP has launched ""Modi ki guarantee"" as its 2024 poll plank daring the opposition to open its cards on the leadership issue so that the narrative that emerges is ""Modi versus who."" The Congress for its part says it will enter the Lok Sabha polls with the plank ""we not me"", and will project a collective leadership.

Whether the Congress' recipe of a leaderless anti-BJP coalition can match the Modi juggernaut remains to be seen.

In the meantime, the Congress hopes to work on an alternative positive agenda for the 2024 elections and unite secular forces against the BJP.

The party's guiding principle as it enters the new year is contained in its Raipur Plenary Political Resolution which reads, ""Unity of secular and socialist forces will be the hallmark of the future of the Congress party.""


(You can now subscribe to our Economic Times WhatsApp channel)"
https://economictimes.indiatimes.com/news/new-updates/yeh-fitness-resolution-pura-kyu-nhi-hota-zakir-khans-excuse-go-viral/articleshow/106440272.cms,"Happy New Year 2024: An old video featuring comedian Zakir Khan's unconventional excuse to avoid hitting the gym has become the latest sensation on social media. In a clip from a well-known TV show, Khan humorously declares that he contemplates making a fitness resolution only when it coincides with the first day of the month, the New Year, and, interestingly, Monday. With all three aligning on January 1, we delved into the experiences of individuals who have, at some point, found themselves guilty of neglecting their New Year's fitness resolutions.

As per a Forbes and Sundried survey, a substantial 48 per cent of respondents have identified improving fitness as a top priority for the year 2024. Additionally, a significant 49 per cent plan on leveraging fitness apps to stay committed to their resolutions. However, the survey also brings to light the challenges ahead, as 43 per cent admit to the likelihood of abandoning their fitness goals after just one month, while a mere 10 percen express confidence that their resolutions will endure throughout the year.

In the realm of personal anecdotes, Viraj Ghelani, an actor and content creator, humorously points fingers at his friends as the culprits behind his wavering commitment to workout resolutions. Ghelani remarks, ""My friends are the reason why I don’t stay true to my workout resolution. If they can’t follow it, they don’t let me either. This has been going on for many years now!""



Ashish Chanchlani, a popular content creator, draws an amusing parallel between fitness resolutions and fleeting interests, stating, ""For most people, and the old me, making a resolution to be fit is like buying a toy that you play with for a week at best and then move on to other things.""

However, influencer Sejal Kumar expresses a determination to break the cycle, acknowledging past setbacks but pledging to be consistent with her fitness resolution even if occasional slip-ups occur. On a similar note, actor-comedian Bhuvan Bam shares his strategy for adhering to his resolution, revealing, ""To not break my New Year resolution of working out, I started lifting weights a few months ago to be in a great flow with a stronger will.""

In a unique twist, actor and content creator Sai Godbole bids farewell to the perennial excuse of ""Maybe tomorrow"" for hitting the gym. Godbole, with a passion for sports, embraces a resolution aligned with his interests, exclaiming, ""Every year my resolution of 'I am going to hit the gym' takes a detour to 'Maybe tomorrow.' So, adios to 'Maybe Tomorrow' and bonjour to a sport I actually love to play!""

As the world navigates through the complexities of fitness resolutions, these candid reflections from well-known personalities shed light on the humor and challenges embedded in the pursuit of a healthier lifestyle. Whether it's the comical excuses of Zakir Khan or the sincere resolutions of influencers, the journey towards fitness in the new year promises to be a rollercoaster of laughter, determination, and unexpected detours.


(You can now subscribe to our Economic Times WhatsApp channel)"
https://economictimes.indiatimes.com/industry/services/property-/-cstruction/institutional-investments-in-indian-real-estate-recorded-at-5-4-billion-inching-towards-pre-pandemic-levels/articleshow/106441532.cms,"Institutional investments in the Indian real estate sector maintained a steady momentum at $5.4 billion, rising 10% y-o-y during 2023, with the office segment to be the highest contributor. The year witnessed the highest levels of investment inflows since 2020 showcasing India's resilience despite uncertainties in global markets otherwise.

Office sector continued 56% share in total inflows in 2023, attracting both global as well as domestic capital, led by select large deals. The uptick reflects a rising interest in completed and pre-leased income-yielding office assets, showcasing investors' sustained confidence in the long term potential of the sector.

""As India's real estate sector closes yet another promising year, institutional investments saw an increase of 10% and stands at $5.4 billion—the highest since 2020. The investments in Indian real estate are more broad-based, with significant investments coming into education, shared spaces, and data centers, adding to a strong domestic upcycle in office, residential, and industrial areas,” said Piyush Gupta, Managing Director, Capital Markets & Investment Services at Colliers India.

After witnessing subdued activity in the first 3 quarters, investments in alternatives rebounded in the last quarter, taking the overall inflows in alternatives to $650 million for the year. The segment had a 51% share in total inflows during Q4 2023, indicating strong demand across data centers, student housing, life sciences, schools amongst others.

“Investors from the APAC region have been showing an increasing appetite for Indian real estate, contributing to about half of the total foreign inflows during 2023. Looking ahead to 2024, investment activity is likely to remain unabated backed by robust domestic economic fundamentals, while a strategic integration of technology and ESG will play out in investment decisions."" said Gupta.

The year 2023 saw foreign investments retaining their dominance, forming 67% of the total inflows for the year, domestic investments also registered an impressive 66% annual increase at $1.7 billion. However, the overall investment inflows during the year remained sturdy, the last quarter of the year saw moderation with $0.8 billion investment, a 37% y-o-y drop, as key global investment markets faced downside risks.

Fund inflows from the US have also witnessed a drop in 2023 as compared to 2020 levels while Canada and Singapore are increasingly establishing themselves as leading sources of foreign capital in Indian real estate. These two countries accounted for 78% of the global real estate inflows into India during 2023.

Additionally, the investment inflows from APAC countries have been rising every year and have surged to 3.6X times in 2023, compared to 2020. Investors continue to view India favorably, owing to strong economic performance, improved regulatory framework, and sustained demand across various real estate segments.

“In the ever-evolving tapestry of India's real estate landscape, while investors continue to diversify portfolios, the office sector continues to enjoy significant affinity. Along with envisaged momentum in alternative assets, industrial & warehousing, and residential sectors in the next few quarters, the office sector will continue to dictate India's real estate investment ecosystem.” said Vimal Nadar, Senior Director and Head of Research, Colliers India.


(You can now subscribe to our Economic Times WhatsApp channel)"
https://economictimes.indiatimes.com/industry/renewables/cheap-chinese-ev-resembling-toyota-land-cruiser-lc300-goes-viral/articleshow/106442321.cms,"A video from China is making rounds on social media, showcasing a vehicle that bears an uncanny resemblance to Toyota's iconic Land Cruiser LC300. The Land Cruiser, known for its premium status and starting price of Rs 2.10 crore ex-showroom in India, has been replicated by a Chinese electric vehicle (EV) maker. The design similarities are evident in the grille, headlights, fog light housings, and bumper at the front. Even the boxy silhouette, chunky grille, and distinctive taillights pay homage to the Land Cruiser's iconic design.

The Chinese vehicle, initially known as the Kuluze EV, was first spotted in China earlier this year. However, it now adorns the 'LONGQ:EV' badging on its tailgate. Notably, the overall size and wheel size differ from the LC300, resembling those more fitting for a Maruti Suzuki Wagon R.

This Land Cruiser copycat from China has stirred up conversations on social media, highlighting the fine line between homage, inspiration, and outright copying in the world of cars. The exact details of this vehicle remain unknown. It is uncertain whether it will go into production, if it is a one-of-a-kind creation, or if it is merely a regular car disguised to resemble a Land Cruiser by an aftermarket company.

Nevertheless, this model's striking resemblance to the LC300 suggests it could serve as a more affordable alternative to the SUV, incorporating all its design elements in a smaller package. The attention it has garnered on social media reflects the fascination with automotive replicas and raises questions about the ethics and legality surrounding such imitations.


(You can now subscribe to our Economic Times WhatsApp channel)"
https://economictimes.indiatimes.com/opinion/et-commentary/view-more-than-repaint-of-crime-laws/articleshow/106426239.cms,"On December 21, Parliament passed the Bharatiya Nyaya Sanhita, Bharatiya Nagarik Suraksha Sanhita, and Bharatiya Sakshya Adhiniyam, 2023. They replaced the Indian Penal Code, 1860, Criminal Procedure Code, 1898, and Indian Evidence Act, 1872, respectively. The passage of these three laws signals a shift in India's justice system.

While the existing legal framework served the country for a long time, the new laws aim to create a justice system that is more responsive, equitable and aligned to the evolving needs of the nation. These laws are characterised as instruments for 'updating the Indian Justice System', as they recognise the historical limitations in the previous , which were primarily used to consolidate British rule rather than the administration of justice.

Bharatiya Nyaya Sanhita is a comprehensive effort to redefine and refocus the penal code. With several sections being amended, repealed or added, the law introduces a nuanced approach to offences, penalising actions that endanger India's sovereignty, unity and integrity. It also addresses contemporary challenges, such as terrorism and organised crime, distinguishing between major and petty offences, and prescribing stringent penalties for the former.

Bharatiya Nagarik Suraksha Sanhita seeks to humanise our criminal justice system.

By introducing measures like electronic registration of FIRs, digital recording of statements and stringent timelines for investigations, the law aims to make justice more accessible and responsive to the needs of the people.

It replaces outdated terminology with more people-friendly language, reflecting a humane approach.

In cases involving heinous offences, the proposed legislation emphasises the necessity of a mandatory visit by the forensic team. This strategic provision aims to bolster the investigative process, ensuring that a specialised team conducts an on- site examination to collect crucial evidence. By mandating such visits, the legislation seeks to enhance the thoroughness and accuracy of criminal investigations, contributing to a more robust legal framework centred around contemporary standards of justice.

Bharatiya Sakshya Adhiniyam In a contemporary legal landscape where technology plays a pivotal role, this law recognises electronic evidence as any information generated or transmitted by any device or system capable of being stored or retrieved. This broad definition encompasses a wide range of digital data, from emails and text messages to multimedia files, acknowledging the diverse forms of evidence relevant to modern cases and emphasising factors such as authenticity and integrity.

This inclusion is crucial to maintaining the credibility of electronic information presented in court, ensuring that technological advancements do not compromise the reliability of legal proceedings. Special provisions for the admissibility of DNA evidence and the acceptance of expert opinions as evidence bolster the Act's commitment to a modern and effective legal framework.

A noteworthy feature of the proposed is establishing an independent director of prosecution in each district. This significant development aims to fortify the prosecution system, ensuring fairness and impartiality at a local level. Similar proactive measures taken in a time-bound manner can prove crucial in strengthening the criminal justice apparatus and fostering public confidence in the legal system.

The three new criminal laws will likely come into force only after a few months. The intervening period will prepare and equip the criminal justice system for a smooth transition. They signal not just a legal transformation but a commitment to ensuring justice that is in tune with the contemporary needs of society.

This legislative stride positions India toward a more equitable, accessible and efficient legal framework. The journey of legal reforms has begun, and these pioneering laws promise a future where justice is not only served but is genuinely inclusive and reflective of the dynamic fabric of our nation.

Singh is leader, global markets,and India leader, and Dutt is adviser, Forensic and Integrity Services, EY"
https://economictimes.indiatimes.com/industry/cons-products/electronics/india-will-be-the-global-nucleus-of-generative-ai-says-tcs-ceo/articleshow/106426039.cms,"The year gone by will be remembered as the one that Generative AI went mainstream. Nothing demonstrates artificial intelligence’s impact on our public consciousness better than leading dictionary publishers Collins naming the abbreviation of the term — ‘AI’ — as their word of the year. Yet, we are still only at the advent of this technology revolution.

With many rapid developments in GenAI tech, tools and proof of concepts, 2024 is poised to be the year of acceleration. Enterprises across the world are strategising on acquiring new AI-fuelled capabilities to deliver elevated customer experience and process augmentation and to gain competitive edge.

For example, the healthcare industry will see a massive shift from generic treatment to AI-led diagnosis and personalised treatment, from reactive care to predictive care. Retail is another industry where GenAI can transform experiences — from predictive inventory management for retailers to personalised shopping experiences for customers.

Similarly, every industry is set to be lit with a new wave of innovation. The ‘Future of Jobs’ report by the World Economic Forum (TCS is a strategic partner to the WEF), estimates that 12 million more net jobs will be created by AI, than displaced by it, by 2025.

India’s 5 million-strong IT industry workforce, once retrained and reskilled, has the opportunity to be at the very epicentre of this global opportunity for economic growth and job creation. At Tata Consultancy Services, we see this as a once-in-a-lifetime opportunity for societal and marketplace reimagination. Our newly formed AI.

Cloud Business Unit is actively involved in consulting and advising our customers in India and worldwide on AI-led transformation.

The interconnected ecosystem of emerging technologies has the potential to revolutionise smart cities, transportation systems, supply chains and energy grids, fostering a more sustainable and efficient world. While we have barely scratched the surface, it is an exciting time to be in the technology sectors.

The opportunities are unprecedented in every direction. India will be at the epicentre of the GenAI revolution by building AI-infused solutions in India, for India and the world. Guided by the ethos of the Tata Group, TCS will continue our mission of nation-building and strive to be at the forefront of this technology-led value creation opportunity.

(The author is CEO of Tata Consultancy Services)


(You can now subscribe to our Economic Times WhatsApp channel)"
https://economictimes.indiatimes.com/industry/tech/predictions-for-2024-rapid-growth-in-digital-infrastructure-and-tech-on-cards/articleshow/106426158.cms,"By 2024, India is poised to witness a significant leap in its digital infrastructure and technology sector. This prediction is supported by several key factors, including government initiatives, increased foreign investment, a burgeoning startup ecosystem, and a growing talent pool in the technology sector.

Firstly, the Indian government has been actively promoting digitalization across various sectors. Initiatives like Digital India, which aims to ensure government services are available to citizens electronically, have already laid a strong foundation. By 2024, these efforts are likely to have matured, resulting in more streamlined, efficient, and accessible public services, thus promoting broader digital adoption across the country.

Secondly, India has become a hotbed for foreign investment in the technology sector. Companies like Google and Facebook have already made significant investments in Indian tech startups. This trend is expected to continue, fueling innovation and technological advancement. The influx of capital not only boosts the tech industry but also encourages a culture of entrepreneurship and innovation.

The startup ecosystem in India is another critical element. With cities like Bangalore and Hyderabad emerging as startup hubs, there is an increasing number of tech startups focusing on AI, machine learning, and other cutting edge technologies.

By 2024, some of these startups are likely to have evolved into major players, contributing to India’s stature as a global technology leader. Lastly, India’s talent pool plays a crucial role.

With one of the largest populations of young people in the world and a strong focus on STEM education, the country is producing tech-savvy professionals ready to contribute to and drive the digital revolution. Moreover, initiatives to upskill the workforce in areas like AI, data analytics, and cybersecurity will further strengthen this talent pool.

In summary, given these dynamics, it’s reasonable to anticipate that by 2024, India will have made substantial strides in digital infrastructure and technology, significantly impacting its economy and global standing in the tech world.


(You can now subscribe to our Economic Times WhatsApp channel)"
https://economictimes.indiatimes.com/markets/stocks/news/top-nifty50-stocks-analysts-suggest-buying-this-week/articleshow/106441745.cms,"The following list of stocks in the headline index Nifty50 were given a “Strong Buy/Buy” recommendation in the latest Stock Reports Plus report dated December 31, 2023. Analysts’ recommendations are provided using Institutional Brokers' Estimate System (IBES) to provide you actionable insights. You can also check the breakdown of the count of analysts’ giving buy/sell/hold recommendations to each stock in the index. Stock Reports Plus, powered"
https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/predictions-for-2024-a-new-air-india-gets-ready-to-soar-high/articleshow/106426191.cms,"As India soars towards 2030 as one of the world’s strongest economies and its stature elevating on the world stage, this truly is India’s aviation decade. With international journeys poised to triple by 2030, strong domestic demand and new airports coming up, India is becoming a travel powerhouse.

Air India is preparing to meet this demand head-on. Our 470-aircraft order is now leading to the arrival of one new aircraft every six days throughout 2024, unlocking opportunities.

By March 2024, nearly one-third of Air India’s widebody fleet will feature world-class cabin products, including Airbus A350s that represent the best of global aviation.

Then, from mid-2024, the remainder of our widebody fleet will start undergoing complete refurbishment to bring all aircraft up to the same world-class level by the end of 2025.

Travellers’ growing affluence is driving preference for non-stop flights and higher demand for additional comforts, featured in our new and refurbished aircraft. Plans include a makeover of Air India’s new website and app and the industry’s first generative AI chatbot, extending into new operational systems that will strengthen our foundations.

Likewise, world-leading experts have been engaged to revamp airport lounges and our loyalty programme, while a new 24/7 customer centre will offer support in nine Indian and foreign languages.

More than 9,000 new Air Indians have joined their experienced colleagues who, together, are determined to build an airline group second to none, be it full-service Air India or the value-based connector Air India Express that will double in size during 2024. And then there are our colleagues at Vistara who, regulatory approvals permitting, will join the larger Air India mission during the year.

It’s been two years since privatisation, and there is much we have yet to do, but change is already afoot. For this isn’t just an airline, it’s a fulfiller of aspirations, an ambassador for the nation, and a warm welcome home for Indians everywhere. 2024 promises to be an exciting year as Air India continues on this mission to soar, once again.

(The author is the CEO & MD of Air India)


(You can now subscribe to our Economic Times WhatsApp channel)"
